navi_usage/hours,radio_usage/hours,ac_usage/hours,drive_time/hours,number_occupants,driver_age,call_time/hours,trips_num,speed,target,cooling/hours,id,body_style_A-Class,body_style_AMG GT,body_style_B-Class,body_style_CLA,body_style_CLS,body_style_E-Class,body_style_GLA/GLB,body_style_GLC,body_style_GLE,body_style_GLS,class_Convertible,class_Coupé,class_Hatch,class_MPV,class_SUC,class_SUV,class_Sedan,class_Shooting Brake,class_Wagon,country_AU,country_CA,country_JP,country_KR,country_MX,country_NZ,country_TW,country_US
5.3655,16.9453,9.2711,34.3854,1,49,0.0,40.0,73.31,0,9.3979,e15a2c12-1c1e-4f72-91b3-b5cae1305abe,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,16.2448,11.2439,33.8615,2,43,0.0,37.0,76.74,1,11.3495,c85ab336-9e84-4e39-9d09-1c8b8ebc52e0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.9999,5.0666,9.1948,23.8108,2,41,0.3351,29.0,67.04,1,9.3657,b9b494bd-4147-4a72-9514-f320e11d0987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.9224,13.3117,14.1698,31.5649,2,44,0.0,20.0,59.48,1,14.317,821aa7c1-6da4-4ab2-8031-7a00db66e2fd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6579,0.0,2.6761,16.4533,2,49,1.2299,43.0,68.44,1,2.9012,c729ed02-6b56-4836-afed-fbfd030e1529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.2253,7.5246,4.922,26.3895,2,48,0.6495,57.0,72.2,1,4.9573,4b4d0a17-6a1e-4f5f-9277-0674fef13023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.7336,1.3797,3.7829,19.204,2,43,1.7467,48.0,74.85,1,4.0272,9642158f-4aa8-41fc-85ba-70485a29a1e6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.083,10.3506,8.2258,28.16715,2,43,1.3583,39.0,81.08,0,8.4727,d6dcaf17-4394-450d-aad7-9d5fc9b02f07,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.443,0.0,2.1098,15.0771,1,51,1.862,32.0,72.63,1,2.2618,5571128a-486b-4c34-bdad-008718f55d26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4.1711,3.9421,6.3085,22.5195,1,52,0.2032,26.0,66.32,1,6.3437,99537fac-cef3-44c3-a26d-32e55c695996,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.906,11.778,4.5518,30.2881,1,54,0.1311,46.0,78.56,1,4.565,2e8319a6-3447-4eed-bc78-b5659209ea5d,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.5175,2.6308,6.3258,20.8984,2,43,0.6129,37.0,67.3,1,6.4913,79dce842-ef66-4bfe-ba50-dbd51c38b606,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,3.0755,5.7408,21.4639,2,40,2.0094,48.0,75.37,1,5.7621,2efa013a-8ffb-4198-911a-5697985e425a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.8418,4.4566,4.1804,23.1205,2,55,0.0766,43.0,67.06,1,4.4731,1c2c2a1b-0f79-4cfe-b45b-7f5144f83657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.4796,13.9884,13.9112,32.1107,2,51,0.0,12.0,56.99,0,14.1267,267d27b6-df21-4da7-bd8b-e22c824baa50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.5935,4.8663,5.506,23.5867,2,42,1.4963,44.0,78.66,1,5.5663,f358a94a-2a1c-4594-bba5-ffe152ec6b2f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3.8684,4.072,8.5609,22.673,3,37,0.6495,33.0,70.22,1,8.7608,b8339bbd-7872-4c3e-b85b-48a898bb1e59,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.9442,11.4927,6.4162,30.044,3,38,4.2967,52.0,96.0,1,6.5144,276aeccf-4a2e-4359-928b-05434e6bbd4d,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.8949,13.6711,12.8761,31.8561,2,36,0.5747,31.0,78.85,1,12.8861,689d9139-c20f-40e9-83d2-d59cca96a635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.0035,28.5498,11.2267,42.0621,2,47,0.0,46.0,74.22,0,11.5048,d812ce25-c3d4-4888-a9b1-fb99518eb6f0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11.7296,14.4469,7.1528,32.4748,2,45,0.1259,49.0,80.55,1,7.2171,913dfea1-0d88-494e-8ec7-c561170d15ee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3.1789,6.7634,7.5129,25.622,2,45,0.6495,38.0,73.62,1,7.7131,9b513fef-a48b-4afe-a632-3f8afe8fe7d9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7.6397,8.0059,7.1363,26.8622,2,45,0.9617,39.0,77.49,1,7.1911,b2ea432d-7530-4221-882f-5a40ad8af8b5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.3959,8.2546,5.3796,27.1029,2,47,1.286,44.0,81.42,0,5.4714,3f30c844-c2ad-4185-b76c-c1ed9b42d878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.256,14.5443,6.6333,32.5516,2,55,0.0,46.0,68.01,0,6.9266,79f76877-42b2-4105-90a9-5822d2abb6f4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6.5895,5.5646,3.302,24.3581,1,53,0.5791,52.0,73.97,1,3.5316,40144e0e-abda-489e-bb8f-8ca7a0e88bf0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4.4633,2.9271,4.153,21.2771,2,55,0.0832,37.0,65.44,1,4.4421,f241518b-a87b-4136-a82b-ab1978e5b3a0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9.3608,6.6994,8.4623,25.5562,2,33,3.5545,39.0,87.48,1,8.6246,2fb1e751-7465-415f-9694-2631eff5df3d,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7.7671,2.589,2.7094,20.8443,1,55,1.0499,41.0,73.78,1,2.895,af35f81c-86dc-483f-aa56-22f8509d0bb7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10.9417,12.1908,7.6673,30.6375,2,62,0.0,23.0,60.35,1,7.7551,30b806f5-6089-4971-88b0-ad1aa60e3c51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.3614,4.0858,4.2317,22.6892,1,54,0.3256,41.0,69.24,1,4.4285,1ce7e897-561e-47eb-8d8e-01596ffb2e8b,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6.4282,4.5987,11.4555,23.2834,2,23,1.3218,32.0,73.21,0,11.5115,64be25a7-1c30-42dd-88f7-511c773c8615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7.4722,5.0638,5.7912,23.8077,2,58,0.0,24.0,63.38,1,5.8777,3fcd3bee-3b59-41c9-a71e-c5d3c420c6ca,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2.85,2.7351,5.1054,21.0326,2,57,0.0,30.0,57.11,1,5.1952,a5b7774a-b627-4131-8396-8b389ec88b06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,11.8872,5.4475,30.3809,2,58,0.0,42.0,72.41,1,5.4648,2a8e9e9e-18c9-4848-ae3f-614d0db00773,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.1514,14.4953,6.4998,32.513,1,53,0.0,49.0,70.17,0,6.7505,c8e6b238-3bd3-4f3b-bdf0-05e510c56efb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5.2541,10.7904,9.8404,29.4336,2,39,0.256,41.0,74.78,1,10.1302,5204f69d-70ba-4929-8d50-37b1ca096b97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12.6644,14.1712,9.3477,32.2564,3,39,1.6743,39.0,87.99,1,9.3666,9ce35df9-2525-405d-b9b6-66d91174bd72,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.6402,2.4279,3.9171,20.6345,2,51,0.8116,40.0,70.71,1,4.1823,6914341e-a3db-4d2e-8d1d-bb823351859f,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.9453,13.9249,10.2692,32.0599,2,47,0.0,33.0,72.01,1,10.2772,e3742dd8-0dff-4336-a62b-5e71a99bab91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8.0201,5.2577,6.0018,24.0225,2,33,3.6029,54.0,87.31,1,6.1987,75d7bd04-519a-4a4c-b8b1-b3e899e487be,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12.515,11.3384,6.2581,29.911,2,47,0.6495,46.0,78.82,1,6.526,7750b29d-0bb1-4f31-9c76-81b50db85657,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.5699,3.9982,5.3541,22.5859,2,46,0.8729,45.0,71.5,1,5.5129,54b385a3-b494-4383-b89a-5dbf2a774ede,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13.7901,10.8606,0.6784,29.4952,1,52,2.351,65.0,91.7,1,0.716,2fac055d-f940-49be-a2c1-3b6c943ce0bc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2843,9.4189,8.1044,28.1995,2,39,1.0143,52.0,77.71,1,8.113,8438b64b-537a-4088-a09d-50c5a7302daf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.378,2.9695,8.2425,21.3307,2,27,2.3399,43.0,76.85,1,8.2752,cb9e83dc-1c98-403e-ac4a-1ab85d9e174a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10.0245,3.8196,4.9203,22.3738,2,49,0.9361,36.0,74.11,1,4.9477,37caae31-72e8-4b33-95ca-43180aafe7ce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.7091,8.8899,4.6534,27.7072,2,54,0.0,52.0,70.35,1,4.7552,a5fd101f-6810-4bba-bb13-7388879cf2f6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.8622,4.7766,10.7104,23.4855,2,32,0.118,32.0,64.82,1,10.7588,671e6f28-3358-4708-ab7c-c336d37c46e7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7.0854,9.9839,3.853,28.715,1,53,0.6495,55.0,74.0,1,4.0343,8ac43256-8ce4-4dd3-9573-86735737cbff,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7.94,10.6299,9.5688,29.2921,2,44,0.232,31.0,74.89,1,9.8438,4c95bc07-b887-4860-87c0-17479331f794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.4457,10.6228,2.5183,29.2859,2,58,0.568,54.0,79.22,1,2.8168,aa234849-6384-4ca2-b2a6-b132a533cdf3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.113,7.5378,10.6418,26.4026,3,37,0.6721,27.0,73.72,1,10.8873,8d9ecaad-9a81-4c74-a647-02d6a93fe31b,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4881,7.8836,10.7177,26.743,2,32,2.1137,38.0,79.63,0,10.8155,8a957c51-42ec-456d-8969-2e23fbf97e4b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.3561,16.4331,7.3854,34.0032,2,48,0.0286,47.0,80.87,0,7.6088,59b7c32a-9a81-475d-9630-fe628034ea4a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.1832,7.7002,8.9051,26.563,2,43,0.1754,35.0,70.32,1,8.9445,9153b245-ef6a-4bb4-b5df-3083600cdcf6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4.5823,8.8083,9.7147,27.6304,3,39,0.4682,38.0,73.63,1,9.7306,6a5066cd-a0ff-4fc7-a4ee-a9b628d2e52e,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5.3333,12.2207,5.4535,30.6626,1,51,0.3534,49.0,78.68,1,5.4684,8ae1e55a-8c0a-4035-a1de-9d97a974a52d,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3.9303,12.4642,4.1773,30.8665,1,61,0.0,44.0,72.54,1,4.3073,6eb0a774-1709-421b-bf8e-ff503af7f80f,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7389,11.5199,7.7201,30.0673,2,45,1.3267,44.0,81.62,1,7.8759,c6725c91-4606-46f0-9d67-26da1b3be0b3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5446,9.4754,6.8687,28.2515,2,50,0.1721,42.0,72.66,1,7.0268,638f00ed-cc40-4aed-9312-08303174ea9f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12.0159,9.83,3.8165,28.5755,2,51,1.2855,51.0,83.92,1,4.039,32b6f9eb-6696-48b7-a142-59f164f521a9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11.2453,15.103,7.3109,32.9882,2,44,1.0384,46.0,86.34,1,7.4437,6a5d76e0-8f46-4d73-a6fe-180acfb94ff7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.066,5.7245,6.6356,24.5309,2,46,0.3108,37.0,70.97,1,6.7603,c9383d8e-5b79-4124-99e3-af2c355adf4c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.2798,2.0264,4.53,20.1005,2,38,4.17,47.0,85.23,1,4.5507,91a8c079-fd5f-4b68-b5ac-1cb127330130,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.424,4.5909,5.7943,23.2744,1,49,0.7095,33.0,72.92,1,5.8977,8d1a59a5-89b5-4983-a199-41fe4dee2898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,14.5186,5.17,32.5313,2,59,0.0,44.0,75.37,1,5.2027,95b7c3a7-847b-4fa6-b7e0-9d656bdddca6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.4085,19.226,3.6785,36.034,2,61,0.0,47.0,76.87,1,3.9467,3095355d-4b8f-4f41-867c-e4439fc3d820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.3401,5.6165,5.8392,24.4143,2,37,2.5402,51.0,84.27,0,5.9564,46bd1202-5976-40a7-8a65-3eee6246f837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10.1235,8.9344,6.4217,27.749,3,40,2.2564,49.0,86.04,1,6.6614,872534fe-2ea1-4288-9584-e6f76a4b949e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.5007,12.3284,8.4255,30.753,1,57,0.6495,23.0,64.11,1,8.6943,120427d9-1b7d-4cad-8ef8-cd2a8287e6c3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1423,17.4979,8.5906,34.7926,2,38,1.2364,58.0,87.13,1,8.7342,7a99efcf-a82e-4ca5-953a-e92eb5f9e0b5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4.8455,12.181,5.0242,30.6292,2,53,0.5123,48.0,79.64,1,5.1669,84db903d-d67e-4e9a-8726-e76cc1c134c3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4.1967,19.1871,13.5461,36.0066,2,45,0.0,31.0,67.63,0,13.6604,2737d87c-2984-46e2-a5cc-950af1c2f660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10.3775,14.7425,7.6805,32.7072,1,53,0.0,36.0,74.7,1,7.883,8712749c-ea5a-4073-8d0f-12f2a5c05e9c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4.3247,7.0368,7.782,25.9006,2,44,1.2449,36.0,76.6,0,7.8417,85a410c4-0caa-4616-86e1-3ce37607b84f,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8.7458,18.6205,12.5071,35.6044,2,45,0.6495,29.0,71.12,1,12.7588,970f800e-fb9b-46a2-ae87-8c4feb1785bd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11.5886,19.4685,12.9528,36.2045,2,44,0.0,29.0,72.94,0,12.9841,b70e24e2-697f-4be0-aa1d-a2131c8ac9bd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,4.7393,10.3429,23.4432,3,40,0.0,23.0,61.86,1,10.433,8e76ab03-03ef-4277-b34f-c3e95aa8b683,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.8806,6.1274,0.8839,24.9603,2,59,1.4995,57.0,81.03,1,1.0929,4b0fdd7e-4012-43af-9935-bd06a882c1eb,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4.3513,7.4231,3.8765,26.2886,2,57,0.0,49.0,68.66,1,4.0354,78763b8e-d664-4ae0-83cd-0fc5150448ff,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4.1464,3.4163,5.1603,21.8859,2,53,0.7034,30.0,69.79,1,5.2294,4bc0d27a-09de-466f-8d2d-acff72f86e5a,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.7422,15.823,7.7716,33.5418,2,42,0.4867,47.0,84.92,0,7.8386,21b1f309-8574-4eb7-94fb-e785d822dc4c,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.232,11.5155,4.3128,30.0636,1,51,1.4152,49.0,85.26,1,4.393,47395b03-f0de-42f2-a48d-4097760dc40d,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.5135,0.0,1.527,15.8504,2,47,1.4844,52.0,72.46,1,1.6068,f0cbce7e-f5bf-44b6-95b0-39433c6a3f44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.6847,17.3773,9.1895,34.7042,2,34,2.599,53.0,94.08,0,9.344,40a21c59-b9cf-4b1c-93ce-cee1f9ceb2df,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6.3831,15.7482,9.7954,28.16715,2,40,0.711,45.0,83.32,0,9.9955,18d2a23d-93b6-4f15-bccc-538cb9323ba8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12.6894,12.6512,6.0785,31.0221,3,38,3.7074,54.0,95.81,1,6.2074,9955435e-54a1-408c-a3da-5926bb413f00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
10.5955,19.7007,7.296,36.367,1,52,0.0,45.0,75.89,1,7.4471,e3020f66-4f14-4832-bc72-d46cd8a61451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12.4626,14.2853,8.0504,32.347,2,43,1.6242,40.0,88.25,1,8.2073,ef8b915e-983f-4447-a866-b8a6f07ae6e1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6.4765,15.5953,3.7901,33.3678,1,59,0.0,49.0,77.27,1,3.9718,14e21c4a-4c16-42f2-8880-50951b0a8093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.0,16.4664,12.4131,34.0282,2,30,0.9667,52.0,82.96,0,12.593,2dbaa40b-b8e0-478e-abf0-ee8adaeaeab5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15.0984,9.2927,5.28,28.0829,2,50,0.5031,41.0,78.99,1,5.4473,d6906574-4f32-4b56-8a0d-0ae4fcfff19e,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.5486,17.7131,6.2144,34.9498,1,53,0.0,48.0,77.34,1,6.4346,6eef9dcf-ac3e-4510-b0e5-00c4c3d305fe,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.6961,16.6014,6.3835,34.1293,2,51,0.0,49.0,76.02,0,6.5414,057c1c67-2cf2-4890-a59b-457b832bc9ce,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.6483,1.3129,2.9249,19.1086,2,53,0.251,46.0,64.78,1,3.1322,89ae798c-2af2-40d7-9d84-5cfc69abdb3d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.4172,16.4392,9.8568,34.0078,2,50,0.0,35.0,68.53,1,10.0315,5309d3a6-1ecb-4c79-b610-d467d1e90ee5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0168,4.4967,6.6123,23.1665,2,45,0.4001,40.0,68.18,1,6.8705,856e51b4-6cdb-4df6-bd73-6b9823e925c9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4.12,2.2528,7.3108,20.4036,3,39,0.8257,30.0,68.09,0,7.4662,9fd59368-c607-4335-9978-b09a3bad986c,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.4197,18.603,9.0526,35.5919,2,41,0.0,48.0,82.05,1,9.1806,98a08d85-6da3-4df9-8ae3-21cca0f8b176,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.1743,5.7335,10.5544,24.5406,2,32,0.2813,36.0,67.37,1,10.7774,18b168ff-b281-4a89-908b-e6b3a57c8698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6571,10.4612,6.554,29.1426,2,46,0.6731,52.0,77.29,1,6.8361,a9c25ae5-e47d-46ff-97b7-d60ce1f99b55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4.286,11.0359,14.5388,29.6485,3,37,0.0,20.0,64.53,1,14.6426,eedaa1b4-f291-43fe-95dc-c406e413e875,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.336,13.2938,14.4482,31.5504,2,38,0.0,24.0,68.85,1,14.4689,fa2c4951-8e41-44d2-880c-ee6f6aa16828,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.5255,17.0686,6.4315,34.4767,2,47,0.92,54.0,86.1,1,6.5594,a1646d09-ef32-4977-b5ed-048c81631e9a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.6307,17.8054,8.5753,35.017,2,35,2.4408,53.0,95.15,1,8.8656,746ff45f-9e09-4d95-9a2f-6590bfb6d957,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3538,1.2538,2.5293,19.0238,1,55,0.2783,48.0,64.63,1,2.5356,55031711-be7c-45f8-b281-29b05620d9d6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7.819,8.3842,6.0897,27.2274,2,59,0.0,32.0,62.9,1,6.2049,827dbe1a-fd0b-46ee-ad77-5c0210be84ef,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13.9305,6.5592,3.6686,25.4116,2,46,2.7858,49.0,88.04,1,3.9222,dc5ebb1f-858c-46ea-af6d-606fa2883955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.7956,4.2916,6.7425,22.9297,2,36,2.1915,49.0,78.04,1,6.7589,a86d4431-ea22-421a-9094-169c2f37a949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
